"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1513","the first test","chromium","Sat Aug 30 16:13:15 WIB 2025","passed","Sat Aug 30 16:13:16 WIB 2025","","saucedemo.spec.js","",""
